00:00,126,94,1,259,8
00:30,106,46,1,206,8
01:00,102,44,1,257,8
01:30,46,44,4,327,1
02:00,81,32,1,60,4
02:30,112,25,1,16,8
03:00,101,83,1,195,4
03:30,48,43,4,134,1
04:00,60,25,1,274,8
04:24,104,68,2,18,4
04:48,47,75,1,290,8
05:12,55,56,1,195,2
05:36,121,91,9,182,8
06:00,77,71,3,22,4
06:13,120,45,3,103,8
06:26,55,39,3,331,1
06:39,48,51,1,261,2
06:53,59,78,2,300,4
07:06,59,4,1,110,8
07:19,74,46,1,34,2
07:33,57,46,2,68,4
07:46,66,57,13,205,2
08:00,48,31,2,345,2
08:30,56,31,2,280,1
09:00,71,54,2,356,2
09:30,42,74,4,166,24
10:00,86,78,2,176,4
10:20,59,31,2,192,1
10:40,56,31,2,205,2
11:00,64,30,1,269,4
11:20,49,37,1,349,1
11:40,142,67,8,197,24
12:00,53,49,3,315,2
12:20,100,59,4,51,4
12:40,46,66,4,158,8
13:00,57,43,1,275,1
13:20,67,50,3,115,2
13:40,92,66,9,57,4
14:00,53,64,1,266,4
14:06,10,14,1,349,8
14:13,57,40,1,267,1
14:20,51,54,1,43,2
14:26,73,30,1,232,4
14:33,46,50,1,273,8
14:40,102,29,1,104,24
14:46,61,30,1,356,2
14:53,55,36,1,261,1
15:00,50,35,1,240,2
15:06,48,66,1,146,4
15:13,51,39,1,146,1
15:20,66,34,1,282,2
15:26,88,41,1,46,4
15:33,51,38,1,357,1
15:40,67,35,1,137,2
15:46,103,66,1,11,4
15:53,104,59,17,269,24
16:00,48,38,1,385,1
16:10,72,38,2,67,2
16:20,84,41,1,395,4
16:30,58,33,2,64,1
16:40,69,41,1,140,2
16:50,81,48,2,363,4
17:00,46,41,2,57,1
17:10,47,32,1,107,2
17:20,87,51,1,298,4
17:30,127,93,2,371,8
17:40,58,40,2,260,1
17:50,64,44,8,223,2
18:00,60,32,2,152,2
18:15,48,37,3,258,4
18:30,2,74,2,321,8
18:45,54,33,1,124,1
19:00,74,39,2,288,2
19:15,62,40,2,338,4
19:30,117,45,2,132,8
19:45,64,50,13,240,2
20:00,59,33,2,398,1
20:17,46,37,2,174,1
20:34,51,32,2,80,1
20:51,52,34,2,350,2
21:08,82,52,2,94,4
21:25,52,32,2,160,1
21:42,71,32,5,165,4
22:00,74,53,2,93,2
22:30,63,80,1,332,4
23:00,59,36,2,359,1
23:30,51,38,3,105,1
