00:00,24,59,3,55,8
00:20,34,14,2,291,8
00:40,15,64,3,247,8
01:00,78,32,3,322,4
01:20,27,19,1,78,8
01:40,77,38,9,31,4
02:00,69,67,2,73,4
02:17,49,38,2,36,8
02:34,99,36,1,15,4
02:51,116,1,3,327,8
03:08,64,38,2,270,2
03:25,99,41,1,267,4
03:42,70,38,10,43,2
04:00,79,10,1,281,8
04:06,45,32,2,236,1
04:12,66,40,2,68,2
04:18,77,53,2,141,4
04:24,24,5,2,251,8
04:30,91,65,1,26,4
04:36,57,44,1,125,1
04:42,62,35,2,390,2
04:48,39,14,1,329,8
04:54,84,10,1,291,8
05:00,119,48,1,206,8
05:06,68,79,2,100,8
05:12,91,82,1,136,4
05:18,21,1,2,223,8
05:24,47,72,1,259,4
05:30,146,32,2,377,8
05:36,89,64,1,139,4
05:42,37,34,2,282,8
05:48,50,38,2,235,2
05:54,31,14,13,38,8
06:00,85,39,2,395,4
06:02,110,86,1,34,8
06:05,47,42,2,361,1
06:08,65,49,2,181,2
06:11,73,71,2,309,4
06:14,109,24,1,205,8
06:17,84,66,1,263,4
06:20,58,35,1,94,1
06:22,56,33,1,234,2
06:25,58,38,1,93,1
06:28,34,97,2,108,8
06:31,61,45,2,231,8
06:34,51,36,1,363,8
06:37,46,39,2,134,4
06:40,26,3,1,380,8
06:42,45,75,1,70,4
06:45,120,98,1,381,8
06:48,62,82,2,176,4
06:51,17,6,2,4,8
06:54,72,46,2,41,2
06:57,94,70,1,92,4
07:00,123,56,2,288,8
07:02,55,37,1,277,1
07:05,61,31,1,275,2
07:08,47,41,2,241,4
07:11,123,61,2,102,8
07:14,13,16,1,164,24
07:17,66,36,1,372,2
07:20,53,35,1,5,1
07:22,134,33,2,361,8
07:25,80,31,2,95,8
07:28,105,78,1,82,8
07:31,97,11,2,87,8
07:34,74,64,1,9,4
07:37,70,16,2,295,8
07:40,57,64,1,328,4
07:42,86,27,1,20,8
07:45,82,77,1,293,4
07:48,144,3,1,317,8
07:51,53,41,1,304,2
07:54,91,67,2,32,4
07:57,46,31,25,336,1
08:00,57,40,2,337,2
08:10,49,32,2,356,1
08:21,56,45,2,194,2
08:32,74,49,1,177,4
08:43,51,34,1,236,1
08:54,71,44,1,358,2
09:05,103,39,2,255,4
09:16,59,30,2,350,1
09:27,71,30,1,174,2
09:38,65,33,2,224,4
09:49,141,26,12,12,8
10:00,125,75,1,327,8
10:09,53,30,3,165,1
10:18,67,57,2,279,2
10:27,75,38,2,141,4
10:36,22,57,3,283,8
10:46,50,44,1,379,1
10:55,70,47,2,34,2
11:04,87,51,1,81,4
11:13,61,81,1,13,8
11:23,35,32,3,396,8
11:32,47,33,3,87,2
11:41,55,32,1,116,1
11:50,67,43,20,352,2
12:00,57,52,1,160,2
12:05,92,80,1,342,4
12:10,45,34,2,377,1
12:15,47,39,1,51,2
12:20,49,47,2,249,4
12:26,48,38,2,131,1
12:31,70,36,2,163,2
12:36,104,74,2,7,4
12:41,77,82,1,78,8
12:46,59,35,1,50,1
12:52,71,38,1,149,2
12:57,50,85,2,34,4
13:02,95,65,1,3,8
13:07,58,41,1,45,1
13:13,74,33,2,156,2
13:18,51,32,2,274,4
13:23,107,75,2,116,8
13:28,56,44,1,64,1
13:33,52,55,1,2,2
13:39,49,39,2,384,1
13:44,65,33,2,394,2
13:49,72,30,1,330,4
13:54,80,72,31,31,4
14:00,56,31,1,284,1
14:03,62,48,2,337,2
14:06,66,52,2,93,4
14:09,52,35,2,243,1
14:12,70,36,2,387,2
14:15,91,44,1,221,4
14:18,127,27,2,152,8
14:21,52,43,2,12,1
14:24,52,52,1,246,2
14:27,75,55,1,242,4
14:30,74,58,2,267,8
14:33,57,32,2,278,1
14:36,48,55,2,30,2
14:39,46,31,2,228,4
14:42,110,54,2,50,8
14:45,142,22,2,121,24
14:48,61,45,2,376,2
14:51,53,31,1,158,1
14:54,59,56,2,263,2
14:57,47,71,1,299,4
15:00,51,43,1,343,1
15:03,56,53,1,315,2
15:06,84,63,1,228,4
15:09,49,34,2,66,1
15:12,73,47,2,98,2
15:15,49,74,1,161,4
15:18,48,31,2,364,8
15:21,46,31,2,21,1
15:24,68,47,1,174,2
15:27,54,49,2,161,4
15:30,66,49,1,351,8
15:33,49,30,1,316,1
15:36,55,57,2,368,2
15:39,45,69,2,295,4
15:42,116,19,2,131,8
15:45,58,46,2,320,2
15:48,51,45,2,201,2
15:51,48,44,2,37,1
15:54,46,52,1,378,2
15:57,145,5,24,273,24
16:00,56,40,1,344,1
16:04,59,35,2,208,2
16:08,63,50,1,344,4
16:12,57,30,2,343,1
16:16,60,35,1,93,2
16:20,102,35,2,250,4
16:24,55,34,2,369,1
16:28,59,32,2,93,2
16:32,99,55,2,185,4
16:36,19,96,1,346,8
16:40,57,34,2,145,1
16:44,58,40,1,30,2
16:48,46,64,2,159,4
16:52,66,43,1,150,8
16:56,55,42,2,320,1
17:00,55,50,2,129,2
17:04,48,53,2,337,4
17:08,11,46,1,321,8
17:12,69,50,2,90,2
17:16,54,38,1,134,1
17:20,47,34,1,74,1
17:24,59,40,2,295,2
17:28,86,88,2,104,4
17:32,48,31,1,273,1
17:36,46,46,1,324,2
17:40,80,53,2,323,4
17:44,56,33,2,370,1
17:48,49,42,1,138,2
17:52,78,66,1,355,4
17:56,32,24,20,271,8
18:00,92,39,2,135,8
18:03,47,35,1,132,1
18:07,67,38,1,17,2
18:11,48,89,1,243,4
18:15,12,12,2,108,8
18:18,53,39,2,329,1
18:22,67,52,2,317,2
18:26,82,36,2,317,4
18:30,24,57,2,138,8
18:33,58,70,2,250,8
18:37,144,50,1,361,24
18:41,58,43,2,210,1
18:45,66,54,2,142,2
18:48,65,63,2,64,4
18:52,49,44,2,213,1
18:56,51,39,2,170,2
19:00,69,69,2,338,4
19:03,51,37,2,153,1
19:07,52,56,1,122,2
19:11,95,59,1,60,4
19:15,143,31,1,190,8
19:18,49,35,1,106,1
19:22,69,42,2,173,2
19:26,65,60,2,309,4
19:30,98,46,2,76,8
19:33,46,37,2,95,1
19:37,73,38,2,284,2
19:41,98,49,2,334,4
19:45,78,37,2,254,8
19:48,99,68,1,201,4
19:52,66,24,1,392,24
19:56,25,50,20,195,8
20:00,49,44,1,342,1
20:06,67,30,1,187,2
20:12,57,60,2,91,4
20:18,49,34,1,105,1
20:25,72,48,2,75,2
20:31,94,47,2,139,4
20:37,57,43,1,75,1
20:44,63,48,2,349,2
20:50,52,55,2,249,4
20:56,91,43,2,133,8
21:03,57,36,1,194,1
21:09,73,42,1,336,2
21:15,60,51,1,204,4
21:22,102,56,1,383,8
21:28,52,42,2,187,1
21:34,54,31,1,374,2
21:41,59,56,1,15,4
21:47,4,13,2,119,8
21:53,13,5,18,257,8
22:00,115,62,2,95,8
22:20,72,42,3,289,4
22:40,55,37,3,317,1
23:00,55,46,3,247,2
23:20,101,69,3,277,4
23:40,17,85,5,63,8
