00:00,148,67,1,245,8
00:10,67,97,3,244,8
00:21,80,47,2,134,8
00:32,58,62,3,341,4
00:43,62,71,2,116,8
00:54,60,38,3,228,4
01:05,36,37,3,197,8
01:16,88,86,3,209,4
01:27,85,65,3,67,8
01:38,50,46,2,131,2
01:49,73,26,16,369,24
02:00,99,64,1,384,4
02:06,22,49,2,169,8
02:12,47,30,1,372,1
02:18,56,51,1,185,2
02:24,47,73,2,151,4
02:30,86,33,2,365,8
02:36,64,59,1,97,2
02:42,92,29,2,395,24
02:48,53,31,2,286,2
02:54,111,35,1,265,24
03:00,49,58,1,129,8
03:06,55,91,2,257,8
03:12,78,65,2,50,8
03:18,83,66,2,33,4
03:24,38,9,1,132,8
03:30,91,54,2,121,4
03:36,145,12,1,374,8
03:42,73,75,1,313,4
03:48,61,41,2,208,8
03:54,73,62,12,102,8
04:00,73,34,1,376,2
04:03,91,85,2,138,4
04:06,54,75,2,294,8
04:10,46,43,2,204,1
04:13,60,51,1,316,2
04:17,71,42,1,220,4
04:20,4,42,1,212,8
04:24,50,57,2,318,24
04:27,50,55,1,30,2
04:30,97,58,1,257,4
04:34,118,43,1,24,8
04:37,26,22,1,348,8
04:41,74,25,2,313,8
04:44,88,1,1,3,8
04:48,53,63,2,116,4
04:51,33,11,1,396,8
04:54,55,89,1,282,4
04:58,47,14,2,313,8
05:01,89,82,1,335,4
05:05,18,75,2,145,8
05:08,48,40,2,399,2
05:12,103,46,2,162,4
05:15,81,87,1,262,8
05:18,57,30,1,39,1
05:22,72,33,2,98,2
05:25,51,41,2,35,4
05:29,138,26,2,60,8
05:32,72,72,1,175,24
05:36,61,91,2,262,24
05:39,54,53,2,49,24
05:42,94,46,1,63,4
05:46,1,28,1,391,8
05:49,134,43,2,276,8
05:53,119,34,2,174,8
05:56,53,31,32,152,1
06:00,86,53,1,281,4
06:01,7,22,1,289,8
06:02,89,87,1,232,4
06:04,83,26,1,142,8
06:05,68,63,1,114,4
06:06,6,70,1,262,8
06:08,45,38,1,143,2
06:09,62,77,1,296,4
06:10,112,78,1,392,8
06:12,55,36,1,255,1
06:13,62,47,1,238,2
06:14,64,85,1,274,4
06:16,12,1,1,40,8
06:17,52,38,1,160,1
06:19,48,39,1,343,1
06:20,52,31,1,325,1
06:21,30,25,1,233,24
06:23,11,33,1,346,8
06:24,78,11,1,171,8
06:25,72,9,1,168,8
06:27,47,64,1,24,4
06:28,107,48,1,313,8
06:29,81,56,1,289,4
06:31,145,63,1,22,8
06:32,92,35,1,69,4
06:34,21,14,1,326,8
06:35,51,44,1,381,2
06:36,85,33,1,199,4
06:38,52,83,1,297,8
06:39,55,40,1,251,1
06:40,69,47,1,4,2
06:42,58,42,1,309,4
06:43,146,93,1,129,8
06:44,64,99,1,111,8
06:46,82,15,1,278,24
06:47,81,19,1,227,24
06:48,66,80,1,232,24
06:50,4,16,1,266,8
06:51,58,68,1,305,8
06:53,84,83,1,78,8
06:54,75,46,1,134,4
06:55,136,1,1,138,8
06:57,94,51,1,305,4
06:58,20,84,1,203,8
06:59,60,71,1,283,4
07:01,86,48,1,366,8
07:02,50,51,1,10,2
07:03,63,42,1,248,4
07:05,138,81,1,333,8
07:06,50,44,1,272,1
07:08,66,31,1,212,2
07:09,48,64,1,216,4
07:10,121,65,1,50,8
07:12,56,47,1,197,4
07:13,49,41,1,326,8
07:14,60,61,1,113,4
07:16,33,18,1,215,8
07:17,55,41,1,179,8
07:18,19,62,1,7,8
07:20,59,23,1,262,8
07:21,70,47,1,181,4
07:22,21,86,1,171,8
07:24,47,58,1,324,4
07:25,86,65,1,101,8
07:27,96,69,1,346,4
07:28,35,12,1,131,8
07:29,51,33,1,314,2
07:31,72,70,1,87,4
07:32,84,44,1,120,8
07:33,51,31,1,232,1
07:35,54,34,1,172,2
07:36,96,71,1,110,4
07:37,46,22,1,221,8
07:39,66,45,1,29,2
07:40,55,34,1,257,1
07:42,38,19,1,196,8
07:43,77,55,1,143,8
07:44,4,25,1,85,8
07:46,27,14,1,140,8
07:47,142,23,1,153,8
07:48,91,64,1,88,4
07:50,101,58,1,81,8
07:51,91,40,1,289,4
07:52,44,70,1,361,8
07:54,56,58,1,41,4
07:55,120,80,1,27,8
07:56,65,31,1,261,2
07:58,52,42,82,167,1
08:00,48,48,2,11,2
08:06,46,43,1,155,1
08:12,69,46,1,264,2
08:18,48,63,1,214,4
08:25,57,31,2,141,1
08:31,45,40,1,42,2
08:37,63,42,2,36,4
08:44,48,32,2,307,1
08:50,74,52,2,131,2
08:56,68,88,1,283,4
09:03,30,20,2,9,8
09:09,53,32,1,296,1
09:15,65,55,2,200,2
09:22,45,78,1,216,4
09:28,39,39,2,96,8
09:34,46,39,2,318,1
09:41,45,34,2,113,2
09:47,79,65,2,48,4
09:53,91,91,26,52,8
10:00,92,31,1,235,8
10:03,101,2,1,354,8
10:07,74,50,1,110,2
10:10,46,32,1,146,1
10:14,51,43,2,244,2
10:17,71,67,1,345,4
10:21,49,31,1,236,1
10:24,59,43,1,344,2
10:28,51,44,2,310,4
10:31,50,37,2,237,1
10:35,49,39,2,397,2
10:38,68,40,2,385,4
10:42,20,39,2,273,8
10:45,55,34,1,134,1
10:49,65,30,1,238,2
10:52,68,80,2,309,4
10:56,102,5,1,246,8
11:00,59,37,1,131,1
11:03,70,49,2,389,2
